normalised_date,timestamp,high,low,volume,weightedPrice,timestampINT
2019-09-17,1568721873.0447125,10220.266784953857,10211.771220723886,3.604399329850965,10216.732469111434,1568721873.0447125
2019-09-18,1568807983.2627118,10197.750204802274,10190.199456214685,2.790965279569213,10194.849184511997,1568807983.2627118
2019-09-19,1568894299.6226416,9994.598839972043,9983.147498252974,5.210280511292807,9989.622671113477,1568894299.6226416
2019-09-20,1568980637.426312,10177.81851905103,10169.137512580874,3.2087577431272507,10174.286765040255,1568980637.426312
2019-09-21,1569067348.183161,10041.815516986706,10032.96392171343,3.0641800701329376,10038.312742536098,1569067348.183161
2019-09-22,1569153259.9851632,9982.755860534133,9973.030445103852,2.384238943397629,9978.878329965732,1569153259.9851632
2019-09-23,1569240248.5593815,9882.785776528472,9870.58133520733,3.8285053636402004,9877.505049456986,1569240248.5593815
2019-09-24,1569326449.0718772,9433.362163293803,9412.703154221914,19.647183222093513,9423.226721940324,1569326449.0718772
2019-09-25,1569412770.0,8458.139722222228,8439.534069444431,12.108241591180558,8448.935015594026,1569412770.0
2019-09-26,1569499247.0711298,8258.853940027899,8242.718695955378,11.61947016145049,8251.52323198598,1569499247.0711298
2019-09-27,1569585553.1380754,8044.862615062756,8032.320264993008,7.08915825449093,8039.224140808501,1569585553.1380754
2019-09-28,1569671622.3606083,8163.737588703853,8153.106039102089,4.573127834134683,8158.789736606602,1569671622.3606083
2019-09-29,1569758630.5960264,8078.329484915383,8068.074275202347,3.948911492052979,8073.95375222317,1569758630.5960264
2019-09-30,1569844871.6142557,8078.334675052407,8066.089748427678,6.6519860990705695,8072.616631082386,1569844871.6142557
2019-10-01,1569931187.6826723,8368.017654836463,8355.207884481537,7.115234504196234,8362.338726063752,1569931187.6826723
2019-10-02,1570017543.713491,8262.519847009751,8251.953150208614,3.4440431955493738,8257.532897378915,1570017543.713491
2019-10-03,1570103897.7435179,8249.441660826895,8240.031660826888,6.0974915179187175,8244.961882187728,1570103897.7435179
2019-10-04,1570190395.3717859,8151.006546212653,8142.392564280763,4.363294940264074,8146.725816650436,1570190395.3717859
2019-10-05,1570276856.2447257,8111.569563994365,8104.397151898747,3.1259522277566814,8108.012260229538,1570276856.2447257
2019-10-06,1570363186.369338,7984.543156794414,7975.933581881547,4.497934304487808,7980.2613741350415,1570363186.369338
2019-10-07,1570449570.0,8045.505965277786,8035.409812499987,6.5023105448541765,8040.774269721862,1570449570.0
2019-10-08,1570535881.6317992,8213.52866108787,8205.32269177125,2.4949252951115755,8209.567752138208,1570535881.6317992
2019-10-09,1570622399.33287,8343.22852675468,8333.484232105602,8.084916501897153,8338.76799264134,1570622399.33287
2019-10-10,1570708753.1380754,8564.222998605275,8556.062370990227,5.185099016966525,8560.788050894624,1570708753.1380754
2019-10-11,1570795170.0,8403.732347222227,8393.239451388898,5.433741102444445,8398.904302291328,1570795170.0
2019-10-12,1570881581.7373176,8336.806518415571,8330.134621264775,1.2709055764211228,8334.02326403814,1570881581.7373176
2019-10-13,1570968042.527933,8361.511592178771,8354.926229050252,3.1042484732402236,8358.546977063057,1570968042.527933
2019-10-14,1571054342.209868,8311.487275886024,8304.287220291868,2.984438769423205,8308.311406457315,1571054342.209868
